CustomerID,Coverage,Education,EmploymentStatus,Gender,Income,Location.Geo,Location.Code,Marital.Status,Monthly.Premium.Auto,Months.Since.Last.Claim,Months.Since.Policy.Inception,Number.of.Open.Complaints,Number.of.Policies,Policy.Type,Policy,Renew.Offer.Type,Sales.Channel,Total.Claim.Amount,Vehicle.Class,Vehicle.Size,Customer.Lifetime.Value
6914,Basic,Bachelor,Employed,M,25632,"19.1,74.3",Suburban,Married,63,27,52,0,7,Personal Auto,Personal L1,Offer2,Call Center,351.270869,Two-Door Car,2,low
1232,Basic,Bachelor,Unemployed,M,0,"28.4,76.8",Suburban,Single,70,25,30,0,1,Personal Auto,Personal L3,Offer1,Agent,522.41314,Four-Door Car,3,low
4006,Basic,High School or Below,Employed,M,46621,"22.6,89.9",Rural,Married,61,20,31,0,2,Corporate Auto,Corporate L3,Offer2,Branch,30.448249,Four-Door Car,2,low
7316,Extended,Bachelor,Unemployed,M,0,"19.5,72.3",Suburban,Single,128,35,71,0,2,Personal Auto,Personal L2,Offer2,Agent,789.775123,SUV,2,high
7250,Basic,College,Employed,M,34759,"18.4,74.5",Suburban,Divorced,NA,11,81,0,1,Personal Auto,Personal L2,Offer2,Web,302.4,Four-Door Car,3,low
9561,Basic,High School or Below,Unemployed,F,0,"18.7,71.2",Suburban,Married,64,14,29,0,1,Personal Auto,Personal L3,Offer1,Branch,307.2,Two-Door Car,2,low
11164,Basic,High School or Below,Employed,M,39602,"17.2,79.4",Suburban,Divorced,64,15,59,0,2,Personal Auto,Personal L1,Offer3,Agent,307.2,Two-Door Car,3,low
5654,Extended,Bachelor,Employed,M,37406,"17.6,77.6",Suburban,Married,122,23,38,1,1,Corporate Auto,Corporate L3,Offer3,Call Center,1134.960471,SUV,3,low
3916,Basic,Bachelor,Unemployed,M,0,"28.6,77.9",Suburban,Single,102,17,77,0,2,Personal Auto,Personal L3,Offer1,Agent,734.4,Sports Car,2,high
4113,Basic,Bachelor,Employed,M,78618,"19.2,74.2",Urban,Divorced,66,7,56,0,1,Personal Auto,Personal L3,Offer1,Agent,225.578841,Two-Door Car,2,low
8179,NA,Bachelor,Employed,F,72540,"18,76.8",Suburban,Married,88,3,45,NA,2,NA,Personal L2,Offer2,Call Center,631.743039,Two-Door Car,3,high
7568,Basic,College,Employed,F,31794,"18.7,72.7",Suburban,Divorced,119,12,16,0,2,Personal Auto,Personal L3,Offer1,Agent,571.2,SUV,2,high
4601,Basic,High School or Below,Employed,F,22562,"13.5,81",Suburban,Married,65,4,81,0,1,Personal Auto,Personal L3,Offer1,Branch,312,Two-Door Car,2,low
9099,Basic,High School or Below,Disabled,M,28657,"19.2,74.4",Suburban,Married,100,4,55,0,2,Personal Auto,Personal L3,Offer1,Branch,588.742251,SUV,3,high
824,Basic,Doctor,Employed,F,38704,"18.1,77.7",Rural,Married,65,10,28,0,9,Personal Auto,Personal L3,Offer2,Branch,9.716628,Four-Door Car,1,low
3623,Extended,Bachelor,Employed,F,74257,"28.8,77.6",Urban,Married,76,16,91,0,3,Personal Auto,Personal L3,Offer1,Agent,214.586742,Four-Door Car,1,low
8511,Basic,College,Employed,M,39192,"28.3,76.4",Urban,Divorced,72,7,34,0,1,NA,Personal L3,Offer3,Branch,332.40907,Four-Door Car,2,low
3560,Basic,College,Disabled,F,29111,"13,79.4",Suburban,Married,63,3,65,0,5,Personal Auto,Personal L2,Offer1,Branch,302.4,Four-Door Car,2,low
3677,Basic,College,Employed,F,20368,"17.3,77.7",Suburban,Single,72,30,36,0,1,Corporate Auto,Corporate L3,Offer4,Branch,345.6,Four-Door Car,3,low
9700,Extended,Doctor,Employed,F,73853,"18.6,73.5",Suburban,Single,89,7,35,0,1,Personal Auto,Personal L3,Offer2,Agent,427.2,Four-Door Car,3,low
9238,Basic,College,Employed,F,77411,"12.8,78.9",Urban,Married,67,30,63,NA,1,NA,Personal L2,Offer2,Agent,257.900458,Four-Door Car,2,low
9000,Basic,College,Employed,M,28447,"17.4,78.6",Suburban,Married,67,20,99,NA,3,Personal Auto,Personal L3,Offer4,Agent,321.6,Four-Door Car,2,low
9241,Basic,High School or Below,Unemployed,M,0,"18.9,72.3",Suburban,Single,67,7,72,0,1,Personal Auto,Personal L2,Offer2,Call Center,482.4,Two-Door Car,2,low
2859,Premium,College,Unemployed,M,0,"13.2,79.6",Suburban,Single,150,32,20,0,8,NA,Personal L1,Offer1,Branch,1080,SUV,3,high
4275,Extended,College,Employed,M,20396,"19.3,72.5",Suburban,Married,76,15,60,1,4,Corporate Auto,Corporate L2,Offer1,Branch,364.8,Four-Door Car,2,low
4378,Basic,Master,Employed,M,68197,"19.2,73.2",Urban,Married,69,1,81,0,3,Personal Auto,Personal L1,Offer2,Branch,176.819414,Four-Door Car,2,low
8870,Extended,Doctor,Unemployed,M,0,"22.4,87.3",Rural,Single,80,14,17,0,9,NA,Corporate L2,Offer1,Web,6.281344,Four-Door Car,2,low
4582,Basic,Bachelor,Employed,F,74028,"18.9,73",Rural,Married,118,10,16,0,2,Corporate Auto,Corporate L1,Offer4,Call Center,53.076203,SUV,2,high
7594,Basic,College,Employed,F,94846,"17.7,79.6",Urban,Married,73,15,68,0,7,Corporate Auto,Corporate L2,Offer1,Agent,305.031114,Two-Door Car,2,low
5179,Extended,High School or Below,Employed,F,66538,"28.2,76.8",Rural,Married,135,6,56,1,5,Special Auto,Special L3,Offer1,Branch,117.672722,SUV,2,high
5952,Basic,Master,Employed,F,66030,"12.6,80.6",Urban,Married,69,33,19,1,1,Personal Auto,Personal L2,Offer4,Web,282.153792,Four-Door Car,2,low
7451,Basic,Bachelor,Employed,M,79528,"19.3,73.8",Urban,Married,64,2,39,0,2,Personal Auto,Personal L2,Offer2,Agent,175.429028,Two-Door Car,2,low
6524,Premium,Bachelor,Employed,F,69379,"12.7,80.3",Suburban,Single,103,14,79,0,1,Corporate Auto,Corporate L1,Offer1,Branch,494.4,Four-Door Car,2,low
1051,NA,Bachelor,Unemployed,M,0,"17.8,77",Suburban,Single,116,32,57,0,1,Personal Auto,Personal L3,Offer1,Branch,835.2,Sports Car,2,low
23,Basic,Bachelor,Employed,M,74045,"19.2,73.3",Rural,Single,65,27,10,1,1,Personal Auto,Personal L3,Offer3,Call Center,104.977375,Four-Door Car,2,low
5135,NA,High School or Below,Employed,M,44279,"12.6,81",Suburban,Married,NA,2,99,0,3,NA,Corporate L1,Offer2,Agent,292.8,Two-Door Car,3,low
1825,Basic,College,Disabled,F,21564,"19.1,73.3",Rural,Married,61,11,61,0,1,Corporate Auto,Corporate L3,Offer2,Call Center,49.014822,Two-Door Car,1,low
7075,Premium,High School or Below,Unemployed,M,0,"19.4,73.4",Suburban,Divorced,116,2,97,0,1,Personal Auto,Personal L1,Offer1,Agent,556.8,Four-Door Car,2,low
9995,Basic,High School or Below,Medical Leave,F,29658,"19.4,74.7",Suburban,Divorced,119,20,66,0,2,Personal Auto,Personal L3,Offer1,Call Center,571.2,SUV,2,high
7185,Extended,Bachelor,Medical Leave,M,27689,"28.4,76.5",Suburban,Married,239,0,72,2,1,Personal Auto,Personal L2,Offer2,Web,2893.239678,Luxury SUV,2,low
3181,Extended,Bachelor,Unemployed,M,0,"28.1,77.7",Suburban,Divorced,84,4,52,1,4,Personal Auto,Personal L3,Offer2,Agent,403.2,Four-Door Car,1,low
7740,Premium,College,Employed,M,37399,"18.5,73",Urban,Married,116,30,22,0,3,Personal Auto,Personal L3,Offer1,Call Center,392.826082,Four-Door Car,2,high
2579,Basic,College,Employed,F,28719,"17.7,77.8",Suburban,Married,110,0,17,0,1,Personal Auto,Personal L3,Offer2,Branch,792,SUV,2,low
2085,Basic,Bachelor,Employed,F,40987,"29.8,76.8",Urban,Divorced,73,6,15,0,1,Personal Auto,Personal L2,Offer3,Call Center,329.013275,Four-Door Car,2,low
4953,Premium,Bachelor,Employed,M,37449,"12.8,80.1",Rural,Married,111,18,69,1,2,Personal Auto,Personal L3,Offer3,Branch,170.559281,Four-Door Car,2,high
7171,Basic,Bachelor,Employed,F,78804,"22.6,88.9",Suburban,Married,71,35,93,0,2,Personal Auto,Personal L3,Offer3,Agent,389.636991,Four-Door Car,2,high
4657,Basic,High School or Below,Employed,F,65538,"22.9,88.9",Urban,Married,72,24,86,0,3,Personal Auto,Personal L3,Offer4,Web,261.341223,Four-Door Car,3,low
10447,Basic,College,Employed,F,37072,"17.2,79.1",Suburban,Married,64,1,1,0,1,NA,Personal L3,Offer3,Call Center,307.2,Four-Door Car,1,low
6165,Basic,College,Unemployed,M,0,"19.2,74.1",Suburban,Single,182,10,30,1,1,NA,Personal L3,Offer2,Call Center,1588.682955,Luxury Car,2,low
11485,Premium,Bachelor,Employed,F,49447,"18.5,73.5",Suburban,Married,119,9,48,2,1,Personal Auto,Personal L2,Offer1,Branch,762.007253,Four-Door Car,2,low
10282,Basic,College,Employed,M,48675,"18.6,73.2",Suburban,Divorced,71,26,62,1,1,Corporate Auto,Corporate L3,Offer1,Web,340.8,Four-Door Car,2,low
9172,NA,College,Employed,M,27984,"16.9,78.8",Suburban,Married,62,7,51,1,2,Personal Auto,Personal L3,Offer3,Call Center,445.361629,Four-Door Car,2,low
3498,Basic,Bachelor,Employed,F,76675,"28.7,76.6",Urban,Married,73,2,47,0,3,Personal Auto,Personal L3,Offer2,Call Center,244.401453,Two-Door Car,2,low
8174,Extended,High School or Below,Retired,F,10312,"16.5,78.4",Suburban,Married,78,10,63,0,1,Personal Auto,Personal L3,Offer2,Agent,486.278557,Four-Door Car,1,low
11327,Basic,Bachelor,Employed,M,62039,"12.6,80.1",Urban,Married,68,8,30,1,8,Personal Auto,Personal L2,Offer3,Call Center,265.877583,Four-Door Car,2,low
230,Extended,Bachelor,Employed,F,63297,"12.7,78.6",Urban,Married,82,1,33,0,1,Personal Auto,Personal L3,Offer2,Web,251.756739,Four-Door Car,2,low
3193,NA,Bachelor,NA,F,?,"19.2,73",Rural,Married,72,9,64,0,1,Personal Auto,Personal L2,NA,NA,73.848672,NA,NA,low
7266,Extended,Bachelor,Unemployed,M,0,"18.1,72.5",Suburban,Single,86,5,59,0,5,Corporate Auto,Corporate L3,Offer4,Agent,1032.609293,Four-Door Car,1,low
5887,Basic,College,Unemployed,F,0,"16.9,80.7",Suburban,Divorced,66,16,35,4,1,Special Auto,Special L2,Offer1,Branch,316.8,Four-Door Car,3,low
8473,Basic,Bachelor,Employed,F,50332,"17.2,77.6",Suburban,Divorced,73,7,0,1,1,NA,Personal L1,Offer1,Web,340.8,Four-Door Car,1,low
4936,Extended,College,Employed,F,22985,"28.3,76.7",Suburban,Married,77,4,65,0,1,Special Auto,Special L1,Offer2,Agent,458.056054,Four-Door Car,3,low
3790,NA,Master,Employed,M,88997,"28.8,77.5",Rural,Divorced,72,9,71,0,3,Personal Auto,Personal L3,Offer2,Branch,174.041566,Four-Door Car,3,low
4171,Premium,Master,Disabled,F,16181,"18.3,77.9",Suburban,Divorced,181,22,79,0,8,NA,Personal L2,Offer1,Web,1261.319869,SUV,2,high
10126,Basic,High School or Below,Unemployed,F,0,"18.7,74.2",Suburban,Single,62,10,31,0,2,Personal Auto,Personal L3,Offer2,Agent,446.4,Two-Door Car,2,low
5859,Extended,High School or Below,Employed,M,42259,"19,74.6",Suburban,Married,84,34,69,0,3,Personal Auto,Personal L3,Offer3,Agent,599.000883,Four-Door Car,3,low
6416,NA,High School or Below,Employed,F,65103,"29.1,78.1",Suburban,Divorced,76,6,82,0,2,Personal Auto,Personal L2,Offer3,Web,364.8,Two-Door Car,2,high
4874,Basic,High School or Below,Employed,F,56446,"22.2,87.8",Suburban,Married,114,2,8,0,3,Personal Auto,Personal L3,Offer1,Branch,547.2,SUV,2,high
5615,Extended,Bachelor,Employed,F,86448,"19.8,72.8",Rural,Married,90,25,79,0,6,Personal Auto,Personal L3,Offer3,Agent,59.853369,Four-Door Car,2,low
640,Basic,Bachelor,Unemployed,F,0,"18.7,73.7",Suburban,Single,71,1,13,0,2,Personal Auto,Personal L3,Offer4,Branch,525.6,Four-Door Car,2,low
8401,Basic,High School or Below,Unemployed,M,0,"17.3,79.4",Suburban,Single,198,33,55,1,3,Corporate Auto,Corporate L2,Offer1,Call Center,1425.6,Luxury SUV,2,high
8438,Basic,Master,Employed,F,26599,"22.2,88.6",Rural,Married,101,24,83,0,1,Personal Auto,Personal L2,Offer1,Web,254.380731,SUV,2,low
1342,Extended,Bachelor,Employed,M,39411,"19.1,73.1",Urban,Married,217,4,83,NA,5,Corporate Auto,Corporate L2,Offer1,Agent,737.737825,Luxury Car,1,high
2359,Basic,Master,Unemployed,M,0,"17.5,79.8",Suburban,Married,73,8,71,1,2,Corporate Auto,Corporate L1,Offer3,Branch,350.4,Four-Door Car,3,high
1910,Basic,College,Employed,F,93416,"17.7,80.2",Urban,Married,62,5,16,0,6,Personal Auto,Personal L1,Offer2,Call Center,246.249051,Two-Door Car,2,low
8423,Basic,Bachelor,Unemployed,F,0,"22.8,89",Suburban,Married,64,28,43,0,7,Personal Auto,Personal L2,Offer3,Branch,345.345026,Two-Door Car,2,low
7483,Extended,Bachelor,Unemployed,M,0,"28.8,76.5",Suburban,Single,97,4,11,0,4,Personal Auto,Personal L1,Offer1,Agent,863.219668,Four-Door Car,2,low
7858,Basic,High School or Below,Unemployed,M,0,"17.6,79.1",Suburban,Single,61,2,47,1,7,Special Auto,Special L3,Offer1,Agent,439.2,Four-Door Car,3,low
1216,Basic,NA,Employed,NA,34974,"18.9,73.1",Suburban,NA,72,26,40,0,NA,NA,NA,NA,NA,461.269135,Four-Door Car,3,low
7275,Basic,Bachelor,Employed,M,72149,"18.2,72.5",Rural,Married,101,18,43,0,6,Personal Auto,Personal L2,Offer2,Call Center,69.310166,SUV,2,low
8213,Basic,Bachelor,Employed,M,74365,"17.5,78.8",Suburban,Divorced,193,11,85,0,1,Corporate Auto,Corporate L1,Offer1,Call Center,926.4,Luxury Car,3,low
2392,Basic,Bachelor,Unemployed,M,0,"19,72.2",Suburban,Married,65,9,31,0,2,Corporate Auto,Corporate L3,Offer2,Agent,312,Two-Door Car,2,high
11562,Basic,College,Medical Leave,M,20225,"22.6,87.5",Suburban,Married,114,27,64,1,6,Special Auto,Special L2,Offer3,Call Center,547.2,SUV,3,low
8990,Extended,College,Employed,F,67018,"19.9,73.4",Rural,Married,94,11,17,0,4,Personal Auto,Personal L1,Offer2,Agent,104.427573,Four-Door Car,2,low
5805,Basic,High School or Below,Employed,M,36881,"28.1,79.2",Suburban,Married,104,5,25,0,3,Special Auto,Special L3,Offer1,Agent,499.2,SUV,2,low
1259,Extended,NA,Employed,NA,52174,"16.7,77.7",Urban,NA,122,22,43,1,NA,NA,NA,NA,NA,448.255019,SUV,2,high
8575,Basic,High School or Below,Unemployed,M,0,"18.2,78.2",Suburban,Single,NA,16,30,1,2,Personal Auto,Personal L3,Offer1,Call Center,819.576016,Four-Door Car,3,high
6455,Basic,Bachelor,Employed,F,83235,"17,78.4",Suburban,Married,70,16,33,0,2,Personal Auto,Personal L3,Offer2,Agent,336,Two-Door Car,2,high
2964,NA,College,Employed,F,47611,"28.7,75.6",Suburban,Married,69,10,5,0,3,Personal Auto,Personal L2,Offer3,Agent,378.333708,Two-Door Car,2,low
8397,Extended,Bachelor,Employed,F,42056,"18.9,73.4",Rural,Married,78,27,20,0,1,Personal Auto,Personal L2,Offer1,Agent,11.879037,Two-Door Car,1,low
6935,Basic,High School or Below,Employed,F,43860,"28.1,75.7",Rural,Single,65,15,58,NA,1,Corporate Auto,Corporate L1,Offer2,Agent,156.124914,Four-Door Car,2,low
5550,Extended,Master,Employed,M,47761,"22.8,88.8",Rural,Married,131,2,54,0,6,Personal Auto,Personal L3,Offer1,Agent,232.711071,SUV,3,high
3659,Basic,High School or Below,Employed,F,30503,"12.8,81",Urban,Married,63,32,57,3,5,Corporate Auto,Corporate L3,Offer1,Call Center,257.923563,Two-Door Car,2,low
8776,Basic,High School or Below,Employed,M,37595,"17.6,79.2",Suburban,Married,70,2,22,0,9,Personal Auto,Personal L3,Offer1,Branch,501.994635,Four-Door Car,2,low
6722,Basic,Doctor,Employed,F,50577,"22.2,87.3",Urban,Single,NA,20,89,NA,1,Personal Auto,Personal L3,Offer2,Agent,199.281404,Four-Door Car,2,low
10031,Basic,Bachelor,Unemployed,F,0,"28.7,75.4",Suburban,Single,NA,20,15,0,1,NA,Personal L3,Offer2,Call Center,606.642452,Four-Door Car,3,low
5650,Extended,College,Employed,F,93272,"17.5,78.8",Urban,Married,95,3,54,0,1,NA,Corporate L3,Offer2,Branch,281.110788,Four-Door Car,2,low
8689,Extended,College,Employed,M,54420,"17.5,77.7",Suburban,Single,80,27,0,0,1,Personal Auto,Personal L1,Offer2,Call Center,576,Four-Door Car,2,low
3505,Extended,Bachelor,Unemployed,M,0,"19.2,73.6",Suburban,Married,78,26,14,0,1,Personal Auto,Personal L3,Offer1,Agent,374.4,Four-Door Car,2,low
5265,Basic,High School or Below,Unemployed,F,0,"18.7,72",Suburban,Single,62,26,18,0,1,Personal Auto,Personal L3,Offer4,Call Center,446.4,Four-Door Car,2,low
10154,Extended,College,Unemployed,M,0,"28.7,77.9",Suburban,Single,126,12,43,0,2,Personal Auto,Personal L3,Offer1,Agent,556.8,SUV,2,high
1474,NA,Bachelor,Employed,F,72661,"17.6,78",Suburban,Married,82,17,10,3,8,Personal Auto,Personal L3,Offer2,Agent,582.690575,Four-Door Car,3,low
11247,NA,High School or Below,Employed,M,40211,"18.4,72.6",Suburban,Married,106,5,98,2,6,Personal Auto,Personal L2,Offer1,Call Center,710.740743,Two-Door Car,3,low
5191,Basic,College,Unemployed,M,0,"28,75",Suburban,Married,62,13,6,5,2,Personal Auto,Personal L3,Offer1,Agent,297.6,Four-Door Car,2,low
38,Extended,Bachelor,Employed,M,41185,"19.1,71.4",Urban,Married,99,20,6,4,1,Special Auto,Special L3,Offer2,Agent,363.613596,Four-Door Car,2,low
2968,Basic,Bachelor,Employed,F,70360,"16.5,80",Suburban,Married,69,0,66,0,8,Personal Auto,Personal L3,Offer2,Branch,331.2,Two-Door Car,3,low
4027,Extended,Bachelor,Retired,F,23904,"17.2,77.7",Suburban,Single,NA,1,67,3,1,Corporate Auto,Corporate L3,Offer1,Agent,590.4,SUV,2,low
1508,Basic,Bachelor,Retired,M,19581,"29.5,77.2",Suburban,Single,67,2,94,0,1,Corporate Auto,Corporate L2,Offer1,Agent,321.6,Four-Door Car,1,low
8691,Basic,College,Unemployed,F,0,"29,76.5",Suburban,Single,197,9,97,0,8,Special Auto,Special L2,Offer2,Agent,1610.261914,Luxury SUV,2,high
8515,Premium,Bachelor,Employed,F,69379,"16.6,79.6",Suburban,Single,103,14,79,0,1,Personal Auto,Personal L2,Offer1,Branch,494.4,Two-Door Car,2,low
1892,NA,Bachelor,Employed,F,64997,"13.7,78.9",Suburban,Single,63,7,99,1,1,Personal Auto,Personal L3,Offer2,Agent,383.442328,Four-Door Car,3,low
7027,Basic,High School or Below,Unemployed,M,0,"17,78.7",Suburban,Married,71,6,46,0,1,Personal Auto,Personal L3,Offer2,Agent,497.392925,Two-Door Car,3,low
2735,Premium,Bachelor,Unemployed,F,0,"29.8,77.9",Suburban,Married,115,0,3,0,3,Special Auto,Special L1,Offer1,Branch,824.597262,Four-Door Car,3,low
123,Extended,High School or Below,Employed,F,25411,"16.6,78",Rural,Married,89,27,2,0,7,Corporate Auto,Corporate L2,Offer2,Branch,52.752601,Four-Door Car,2,low
11050,Extended,Master,Medical Leave,F,19464,"13,78.7",Suburban,Single,NA,10,94,1,1,Personal Auto,Personal L2,Offer3,Agent,871.505797,Four-Door Car,3,low
10220,Basic,Doctor,Employed,F,85018,"16.7,77.2",Rural,Married,68,22,54,3,6,Personal Auto,Personal L1,Offer1,Call Center,62.837764,Four-Door Car,1,low
3492,Basic,Doctor,Disabled,F,21986,"18.4,73.6",Suburban,Divorced,63,1,9,0,1,Personal Auto,Personal L1,Offer2,Branch,333.696228,Two-Door Car,2,low
10284,Basic,Bachelor,Employed,F,64964,"28.2,76.3",Urban,Single,66,9,84,0,5,Personal Auto,Personal L3,Offer3,Call Center,286.967405,Four-Door Car,2,low
7269,Extended,Bachelor,Unemployed,M,0,"21.2,87.9",Suburban,Single,80,10,81,0,1,Corporate Auto,Corporate L2,Offer1,Branch,739.310493,Four-Door Car,2,low
60,Basic,College,Retired,M,26802,"29.3,75.5",Suburban,Married,66,7,43,1,5,Personal Auto,Personal L3,Offer2,Agent,316.8,Two-Door Car,2,low
3256,Extended,Doctor,Employed,M,30817,"22.4,88.6",Rural,Divorced,88,25,43,0,1,Personal Auto,Personal L2,Offer2,Branch,91.834668,Four-Door Car,2,low
4007,Basic,High School or Below,Employed,M,25927,"19.1,73.7",Suburban,Single,103,6,20,0,1,Personal Auto,Personal L3,Offer2,Web,674.973614,SUV,2,low
6073,Basic,College,Employed,M,41770,"29.1,77.8",Suburban,Married,72,0,60,0,9,Personal Auto,Personal L1,Offer2,Branch,476.156957,Four-Door Car,3,low
4185,Basic,High School or Below,Employed,M,24254,"18.5,73.2",Suburban,Married,68,11,84,0,5,Personal Auto,Personal L3,Offer4,Agent,326.4,Four-Door Car,2,low
4152,Basic,High School or Below,Unemployed,M,0,"28.3,78.9",Suburban,Married,68,19,16,0,8,Personal Auto,Personal L3,Offer3,Call Center,326.4,Two-Door Car,2,low
10331,Basic,High School or Below,Employed,F,59648,"16.9,79",Suburban,Married,66,20,72,0,2,Personal Auto,Personal L3,Offer3,Agent,316.8,Four-Door Car,2,low
7380,Extended,Bachelor,Employed,M,81439,"18.7,71",Rural,Single,90,25,40,1,2,Personal Auto,Personal L2,Offer2,Call Center,108.118855,Two-Door Car,2,high
7472,Basic,Bachelor,Unemployed,F,0,"18.5,72.7",Suburban,Single,67,1,77,1,1,Personal Auto,Personal L1,Offer1,Agent,482.4,Two-Door Car,3,low
2344,Basic,NA,Employed,NA,74608,"22.8,87.6",Suburban,NA,68,15,26,0,NA,NA,NA,NA,NA,345.6,Two-Door Car,2,low
7757,Basic,High School or Below,Employed,F,98713,"13.1,81.7",Suburban,Married,117,22,78,0,2,Personal Auto,Personal L3,Offer1,Web,556.8,SUV,2,high
9263,Basic,High School or Below,Employed,F,23845,"17.4,78.3",Suburban,Married,61,33,34,0,1,Personal Auto,Personal L3,Offer2,Call Center,292.8,Four-Door Car,1,low
7595,Extended,Bachelor,Employed,M,83385,"17.3,77.9",Urban,Married,77,5,19,NA,2,Corporate Auto,Corporate L3,Offer2,Call Center,286.115778,Two-Door Car,2,high
8528,Basic,Bachelor,Employed,M,74015,"19.1,73.9",Suburban,Single,72,12,61,0,6,Personal Auto,Personal L3,Offer2,Call Center,471.443077,Four-Door Car,3,low
1875,Extended,College,Employed,F,98118,"19.4,72.4",Rural,Married,80,22,66,0,3,Personal Auto,Personal L3,Offer2,Call Center,35.278648,Two-Door Car,2,low
1516,NA,College,Employed,F,87454,"28.8,76",Suburban,Divorced,91,35,82,0,8,Personal Auto,Personal L3,Offer2,Branch,441.6,Four-Door Car,2,low
7434,Extended,High School or Below,Employed,M,21006,"18.4,73.8",Suburban,Married,139,14,9,1,1,Personal Auto,Personal L2,Offer4,Branch,667.2,SUV,2,low
8822,Basic,College,Unemployed,M,0,"12.7,79.6",Suburban,Married,63,35,59,3,3,Personal Auto,Personal L2,Offer2,Call Center,639.45899,Two-Door Car,1,low
1511,Basic,Bachelor,Disabled,F,28334,"29.5,77.6",Suburban,Married,64,14,7,0,2,Personal Auto,Personal L1,Offer1,Agent,307.2,Two-Door Car,1,low
3801,Basic,College,Disabled,M,25370,"28.6,75.5",Suburban,Married,102,1,41,0,2,Personal Auto,Personal L3,Offer1,Agent,633.439417,SUV,2,high
3811,Basic,College,Unemployed,M,0,"28.2,77.8",Suburban,Single,62,22,39,0,6,Personal Auto,Personal L2,Offer3,Branch,446.4,Four-Door Car,2,low
7061,Basic,College,Employed,F,30514,"22.7,89",Rural,Single,72,3,87,NA,6,Personal Auto,Personal L3,Offer1,Web,154.049617,Four-Door Car,2,low
7817,Basic,Master,Employed,F,39278,"28.5,78.8",Rural,Divorced,66,29,45,0,1,Personal Auto,Personal L2,Offer4,Branch,65.590217,Four-Door Car,2,low
9790,Basic,Bachelor,Employed,F,49185,"17.6,80.4",Rural,Married,61,11,92,0,8,Corporate Auto,Corporate L3,Offer3,Branch,126.950071,Two-Door Car,2,low
7834,Basic,High School or Below,Medical Leave,F,27558,"18.7,73.6",Suburban,Married,65,18,48,0,2,Personal Auto,Personal L3,Offer1,Agent,312,Four-Door Car,2,low
9703,Extended,Bachelor,Disabled,M,21156,"13.1,81.2",Rural,Divorced,89,2,32,0,8,Personal Auto,Personal L2,Offer1,Web,111.836561,Two-Door Car,2,low
10760,Basic,High School or Below,Unemployed,F,0,"19.2,72.1",Suburban,Married,72,26,98,0,4,Personal Auto,Personal L2,Offer1,Web,410.548521,Four-Door Car,2,low
10432,NA,College,Employed,M,63143,"17.4,79.8",Suburban,Married,71,31,85,0,3,Corporate Auto,Corporate L3,Offer1,Call Center,340.8,Four-Door Car,2,low
5280,Premium,High School or Below,Unemployed,M,0,"17.3,78.5",Suburban,Married,153,25,5,0,1,Special Auto,Special L1,Offer2,Web,1027.000029,SUV,2,low
1592,Basic,College,Unemployed,F,0,"18.9,72.4",Suburban,Married,64,31,13,1,1,Personal Auto,Personal L3,Offer2,Agent,380.822087,Four-Door Car,2,low
8715,NA,High School or Below,Employed,M,34498,"16.9,79.2",Suburban,Single,83,30,72,0,7,Personal Auto,Personal L3,Offer2,Branch,398.4,Two-Door Car,3,low
7388,Basic,High School or Below,Employed,F,61080,"16.5,78",Urban,Single,66,7,41,2,9,Personal Auto,Personal L3,Offer1,Call Center,294.284951,Four-Door Car,2,low
5874,Basic,Master,Disabled,F,18558,"17.7,78.5",Suburban,Divorced,74,7,31,NA,1,Personal Auto,Personal L2,Offer1,Agent,386.225897,Four-Door Car,2,low
1601,Extended,Master,Employed,M,31737,"28.8,78.4",Suburban,Married,218,17,2,0,3,Personal Auto,Personal L2,Offer1,Agent,1046.4,Luxury SUV,2,high
1936,Extended,Master,Employed,F,58557,"19.8,71.8",Rural,Married,88,4,83,0,1,Personal Auto,Personal L1,Offer1,Branch,55.510526,Four-Door Car,1,low
979,Basic,High School or Below,Employed,F,73180,"29.3,76.7",Rural,Single,NA,27,43,0,3,Personal Auto,Personal L3,Offer3,Call Center,132.543257,Four-Door Car,2,low
5181,Premium,Bachelor,Employed,F,51643,"13.7,79.5",Suburban,Single,NA,16,43,0,1,Personal Auto,Personal L3,Offer2,Agent,1358.4,Luxury Car,2,high
9810,Basic,Bachelor,Employed,M,71391,"22.7,88.8",Urban,Married,67,29,39,0,2,Personal Auto,Personal L2,Offer2,Agent,284.000172,Four-Door Car,2,low
7968,Basic,Bachelor,Employed,M,40506,"27.7,78.1",Rural,Married,70,14,98,0,1,Personal Auto,Personal L1,Offer2,Call Center,113.724707,Four-Door Car,2,low
7074,Premium,College,Employed,M,58842,"19.2,71.3",Suburban,Married,110,6,74,0,1,Personal Auto,Personal L1,Offer2,Branch,528,Four-Door Car,2,low
9550,Basic,High School or Below,Employed,M,44162,"17.1,77.2",Suburban,Married,71,4,95,3,9,NA,Corporate L2,Offer2,Branch,345.6,Two-Door Car,2,low
6803,Extended,High School or Below,Retired,F,10312,"17.3,79.5",Suburban,Married,78,10,63,0,1,Personal Auto,Personal L2,Offer2,Agent,486.278557,Four-Door Car,1,low
10400,Basic,High School or Below,Employed,M,41045,"19.5,73.9",Suburban,Married,63,20,62,0,2,Corporate Auto,Corporate L3,Offer1,Agent,370.755025,Four-Door Car,2,low
